lineage,sense,BP,RI,DVG_type,read_counts_virema,read_counts_ditector,pBP_virema,pRI_virema,pBP_ditector,pRI_ditector,rpht_virema,rpht_ditector,length_dvg,p(real),strain,rep,program
L,neg,6883,6881,Deletion_reverse,2,0,0.000470699,0.000474271,0,0.000472813,0.6912235347789122,0,10136,0.5370027132609148,B,1,virema
L,neg,6890,6887,Deletion_reverse,1,0,0.000232883,0.000226706,0,0.000226296,0.3456117673894561,0,10135,0.6815931476716842,B,1,virema
L,neg,6891,6889,Deletion_reverse,1,0,0.000232666,0.000232504,0,0.000231857,0.3456117673894561,0,10136,0.8009326690279465,B,1,virema
L,neg,6909,761,Deletion_reverse,1,0,0.000212585,0.000372578,0,0.000148965,0.3456117673894561,0,3990,0.6035390211688779,B,1,virema
L,neg,6914,6912,Deletion_reverse,2,0,0.000424989,0.000425532,0,0.000424809,0.6912235347789122,0,10136,0.8265083409633199,B,1,virema
L,neg,6940,6938,Deletion_reverse,3,0,0.000832639,0.00080928,0,0.000805585,1.0368353021683683,0,10136,0.8362699319627158,B,1,virema
L,neg,6941,6938,Deletion_reverse,1,0,0.000277393,0.00026976,0,0.000268528,0.3456117673894561,0,10135,0.8243256240809838,B,1,virema
L,neg,6942,6942,Insertion_reverse,1,0,0.000275179,0.000275179,0,0.000274273,0.3456117673894561,0,10138,0.8823882414755446,B,1,virema
L,neg,6975,6973,Deletion_reverse,1,0,0.000275558,0.000275103,0,0.000274424,0.3456117673894561,0,10136,0.8640884282655548,B,1,virema
L,neg,6989,6987,Deletion_reverse,1,0,0.000231696,0.000235239,0,0.000235183,0.3456117673894561,0,10136,0.7623096644085112,B,1,virema
L,neg,70,68,Deletion_reverse,1,0,0.000859107,0.000868056,0,0.000806452,0.3456117673894561,0,10136,0.5670403874485244,B,1,virema
L,neg,7109,7107,Deletion_reverse,1,0,0.000640615,0.00064433,0,0.00030553,0.3456117673894561,0,10136,0.8477234617819671,B,1,virema
L,neg,7150,7148,Deletion_reverse,1,0,0.000396511,0.000385356,0,0.000296033,0.3456117673894561,0,10136,0.7169631069010024,B,1,virema
L,neg,7155,7153,Deletion_reverse,1,0,0.000387447,0.000389864,0,0.000380952,0.3456117673894561,0,10136,0.6991772705867124,B,1,virema
L,neg,7171,7169,Deletion_reverse,1,0,0.00034662,0.000351,0,0.000348918,0.3456117673894561,0,10136,0.8616090216636108,B,1,virema
L,neg,7172,7169,Deletion_reverse,2,0,0.000690846,0.000702001,0,0.000697837,0.6912235347789122,0,10135,0.879943843,B,1,virema
L,neg,7175,7173,Deletion_reverse,4,0,0.001364722,0.001367054,0,0.001359157,1.3824470695578244,0,10136,0.7867183044731823,B,1,virema
L,neg,7181,7179,Deletion_reverse,4,0,0.001336005,0.001340932,0,0.001334223,1.3824470695578244,0,10136,0.7733698326986386,B,1,virema
L,neg,7191,7189,Deletion_reverse,3,0,0.001073729,0.001045296,0,0.001039861,1.0368353021683683,0,10136,0.7433301164115276,B,1,virema
L,neg,7214,7212,Deletion_reverse,1,0,0.000285796,0.000296296,0,0.000248818,0.3456117673894561,0,10136,0.5600724610943165,B,1,virema
L,neg,7217,7215,Deletion_reverse,1,0,0.000279642,0.000285225,0,0.000237417,0.3456117673894561,0,10136,0.5028724328787817,B,1,virema
L,neg,7234,7234,Insertion_reverse,1,0,0.000195084,0.000195084,0,0.000222272,0.3456117673894561,0,10138,0.8488143592242766,B,1,virema
L,neg,7235,7233,Deletion_reverse,4,0,0.000772798,0.000764965,0,0.000868998,1.3824470695578244,0,10136,0.8307900859231784,B,1,virema
L,neg,7262,7260,Deletion_reverse,1,0,0.000283607,0.000285959,0,0.0002079,0.3456117673894561,0,10136,0.7851363418772948,B,1,virema
L,neg,7301,4292,Deletion_reverse,1,0,0.00018615,0.000427716,0,0.000249813,0.3456117673894561,0,7129,0.8111775351965184,B,1,virema
L,neg,7303,7299,Deletion_reverse,1,0,0.000180148,0.000183385,0,0.000182815,0.3456117673894561,0,10134,0.808130315,B,1,virema
L,neg,7304,8515,Insertion_reverse,1,0,0.000179727,0.000329707,0,0.000221582,0.3456117673894561,0,11349,0.7218140362610802,B,1,virema
L,neg,7304,8632,Insertion_reverse,1,0,0.000179727,0.000250752,0,0.00023359,0.3456117673894561,0,11466,0.7973529510989933,B,1,virema
L,neg,7337,7335,Deletion_reverse,1,0,0.000218055,0.00021901,0,0.000185805,0.3456117673894561,0,10136,0.5362838300424221,B,1,virema
L,neg,7351,4952,Deletion_reverse,1,0,0.000208681,0.000182749,0,0.000174825,0.3456117673894561,0,7739,0.7544675040180506,B,1,virema
L,neg,7387,9926,Insertion_reverse,1,0,0.000196348,0.000257732,0,0.000245519,0.3456117673894561,0,12677,0.8558782498907688,B,1,virema
L,neg,7391,7388,Deletion_reverse,1,0,0.000192827,0.000195656,0,0.000166362,0.3456117673894561,0,10135,0.7623096644085112,B,1,virema
L,neg,7392,7392,Insertion_reverse,2,0,0.000384911,0.000384911,0,0.000327708,0.6912235347789122,0,10138,0.7928351322500047,B,1,virema
L,neg,7393,7391,Deletion_reverse,3,0,0.000574603,0.000578481,0,0.000491723,1.0368353021683683,0,10136,0.8478201339776873,B,1,virema
L,neg,7409,9629,Insertion_reverse,1,0,0.000188893,0.000199481,0,0.000203128,0.3456117673894561,0,12358,0.7047993951229826,B,1,virema
L,neg,7411,7409,Deletion_reverse,1,0,0.000187371,0.000188893,0,0.000180083,0.3456117673894561,0,10136,0.6605644433326896,B,1,virema
L,neg,7433,7430,Deletion_reverse,1,0,0.000241779,0.000243013,0,0.000232019,0.3456117673894561,0,10135,0.7202403842890976,B,1,virema
L,neg,7451,7448,Deletion_reverse,1,0,0.000290276,0.000289771,0,0.000276778,0.3456117673894561,0,10135,0.8009326690279465,B,1,virema
L,neg,7454,7452,Deletion_reverse,1,0,0.000297177,0.000294811,0,0.000280269,0.3456117673894561,0,10136,0.7787032431900841,B,1,virema
L,neg,7559,7557,Deletion_reverse,2,0,0.000616713,0.000619195,0,0.00040992,0.6912235347789122,0,10136,0.8347475084199106,B,1,virema
L,neg,7786,7784,Deletion_reverse,1,0,0.000510204,0.000513611,0,0.000260688,0.3456117673894561,0,10136,0.5380452239892568,B,1,virema
L,neg,7796,7794,Deletion_reverse,1,0,0.000464684,0.000465549,0,0.00039604,0.3456117673894561,0,10136,0.6602877258691123,B,1,virema
L,neg,7825,7822,Deletion_reverse,2,0,0.000740466,0.000745434,0,0.000722543,0.6912235347789122,0,10135,0.845167737,B,1,virema
L,neg,7966,7968,Insertion_reverse,1,0,0.000569801,0.000564016,0,0.000378215,0.3456117673894561,0,10140,0.6152500871829015,B,1,virema
L,neg,7976,7974,Deletion_reverse,4,0,0.002056555,0.002111932,0,0.001421464,1.3824470695578244,0,10136,0.7289886134366247,B,1,virema
L,neg,8018,8015,Deletion_reverse,1,0,0.000286533,0.000282167,0,0.000276014,0.3456117673894561,0,10135,0.7686278015816007,B,1,virema
L,neg,8032,8029,Deletion_reverse,2,0,0.000536481,0.000539374,0,0.000540249,0.6912235347789122,0,10135,0.733456854,B,1,virema
L,neg,8126,5493,Deletion_reverse,1,0,0.000488759,0.000292227,0,0.000255232,0.3456117673894561,0,7505,0.5537384754704333,B,1,virema
L,neg,8135,8133,Deletion_reverse,1,0,0.000434783,0.00043554,0,0.000169635,0.3456117673894561,0,10136,0.7488541201104394,B,1,virema
L,neg,8147,4893,Deletion_reverse,1,0,0.000422654,0.000189573,0,0.000180701,0.3456117673894561,0,6884,0.7555149130639093,B,1,virema
L,neg,8186,8184,Deletion_reverse,1,0,0.000411523,0.000416146,0,0.000175285,0.3456117673894561,0,10136,0.5982627234317224,B,1,virema
L,neg,8187,1612,Deletion_reverse,1,0,0.000406009,0.000348068,0,0.000345185,0.3456117673894561,0,3563,0.5676442560061301,B,1,virema
L,neg,8234,8232,Deletion_reverse,1,0,0.000265534,0.000266738,0,0.000180408,0.3456117673894561,0,10136,0.6637565506499343,B,1,virema
L,neg,8236,8234,Deletion_reverse,1,0,0.000193536,0.000265534,0,0.000178987,0.3456117673894561,0,10136,0.5541384076894649,B,1,virema
L,neg,8244,5299,Deletion_reverse,1,0,0.000203791,0.00029967,0,0.000174795,0.3456117673894561,0,7193,0.7111293678918668,B,1,virema
L,neg,8260,8257,Deletion_reverse,3,0,0.000612495,0.000612996,0,0.00061488,1.0368353021683683,0,10135,0.8686239036992204,B,1,virema
L,neg,8264,8262,Deletion_reverse,1,0,0.000205592,0.000206441,0,0.000207641,0.3456117673894561,0,10136,0.8781422177189901,B,1,virema
L,neg,8266,8264,Deletion_reverse,2,0,0.000415024,0.000411184,0,0.000413736,0.6912235347789122,0,10136,0.8616090216636108,B,1,virema
L,neg,8276,8273,Deletion_reverse,1,0,0.00030553,0.000206016,0,0.000207684,0.3456117673894561,0,10135,0.6250985750664376,B,1,virema
L,neg,8278,8276,Deletion_reverse,1,0,0.00030656,0.00030553,0,0.000208377,0.3456117673894561,0,10136,0.5707965277439876,B,1,virema
L,neg,8288,8285,Deletion_reverse,1,0,0.000304414,0.000304599,0,0.000208681,0.3456117673894561,0,10135,0.7666766079297983,B,1,virema
L,neg,8315,8313,Deletion_reverse,1,0,0.000361011,0.000361272,0,0.000271592,0.3456117673894561,0,10136,0.7232910678837613,B,1,virema
L,neg,8444,8442,Deletion_reverse,1,0,0.000257998,0.000259605,0,0.000398406,0.3456117673894561,0,10136,0.536737415,B,1,virema
L,neg,8461,8801,Insertion_reverse,1,0,0.000375799,0.000151584,0,0.000174368,0.3456117673894561,0,10478,0.7276153787719292,B,1,virema
L,neg,8470,8468,Deletion_reverse,1,0,0.000369276,0.000372024,0,0.000296209,0.3456117673894561,0,10136,0.5682580627089053,B,1,virema
L,neg,8474,8472,Deletion_reverse,1,0,0.000359712,0.000360881,0,0.000283849,0.3456117673894561,0,10136,0.8781422177189901,B,1,virema
L,neg,8509,8507,Deletion_reverse,2,0,0.000688942,0.000687285,0,0.0004584,0.6912235347789122,0,10136,0.8418905658757101,B,1,virema
L,neg,8526,8524,Deletion_reverse,1,0,0.000334448,0.000334336,0,0.00020734,0.3456117673894561,0,10136,0.7623990109664456,B,1,virema
L,neg,8543,8540,Deletion_reverse,1,0,0.000283206,0.000285307,0,0.000179533,0.3456117673894561,0,10135,0.7350478721685243,B,1,virema
L,neg,859,856,Deletion_reverse,1,0,0.000321647,0.00033389,0,0.000195046,0.3456117673894561,0,10135,0.5359257173928794,B,1,virema
L,neg,8603,8601,Deletion_reverse,1,0,0.000361664,0.000345304,0,0.000222173,0.3456117673894561,0,10136,0.5041063665418595,B,1,virema
L,neg,8606,8604,Deletion_reverse,1,0,0.000370782,0.000351865,0,0.000224669,0.3456117673894561,0,10136,0.5866704124195453,B,1,virema
L,neg,8614,8612,Deletion_reverse,1,0,0.000361925,0.000367377,0,0.000233318,0.3456117673894561,0,10136,0.7551350179924371,B,1,virema
L,neg,8623,8623,Insertion_reverse,1,0,0.000253165,0.000253165,0,0.000230947,0.3456117673894561,0,10138,0.5920372963314428,B,1,virema
L,neg,864,864,Insertion_reverse,2,0,0.000611621,0.000611621,0,0.000379867,0.6912235347789122,0,10138,0.7091986969982403,B,1,virema
L,neg,8688,8688,Insertion_reverse,1,0,0.000471032,0.000471032,0,0.000360881,0.3456117673894561,0,10138,0.5805418590076686,B,1,virema
L,neg,8690,8688,Deletion_reverse,1,0,0.000477327,0.000471032,0,0.000360881,0.3456117673894561,0,10136,0.6489812194386119,B,1,virema
L,neg,8696,9148,Insertion_reverse,1,0,0.000404694,0.000427716,0,0.000273299,0.3456117673894561,0,10590,0.6371848629238672,B,1,virema
L,neg,8729,8726,Deletion_reverse,1,0,0.000296472,0.000296736,0,0.000295159,0.3456117673894561,0,10135,0.8162732820108577,B,1,virema
L,neg,8743,8740,Deletion_reverse,1,0,0.000285878,0.00029967,0,0.000298597,0.3456117673894561,0,10135,0.5195283037654966,B,1,virema
L,neg,8750,8825,Insertion_reverse,1,0,0.000265182,0.000153046,0,0.000172206,0.3456117673894561,0,10213,0.5189115831392863,B,1,virema
L,neg,8759,8757,Deletion_reverse,1,0,0.000254712,0.000254712,0,0.000251762,0.3456117673894561,0,10136,0.7798184448720323,B,1,virema
L,neg,8774,8772,Deletion_reverse,1,0,0.000204708,0.000205086,0,0.000200965,0.3456117673894561,0,10136,0.504454378,B,1,virema
L,neg,877,874,Deletion_reverse,1,0,0.000290023,0.000291715,0,0.000184672,0.3456117673894561,0,10135,0.5836405152325502,B,1,virema
L,neg,8807,8804,Deletion_reverse,3,0,0.0004455,0.000447161,0,0.000508475,1.0368353021683683,0,10135,0.7887035400468302,B,1,virema
L,neg,8817,8817,Insertion_reverse,1,0,0.000153988,0.000153988,0,0.000176025,0.3456117673894561,0,10138,0.7756172313586516,B,1,virema
L,neg,881,879,Deletion_reverse,1,0,0.000284981,0.000285144,0,0.000182448,0.3456117673894561,0,10136,0.8230473344236584,B,1,virema
L,neg,8821,3310,Deletion_reverse,1,0,0.000154799,0.000214731,0,0.000201248,0.3456117673894561,0,4627,0.6624068362217964,B,1,virema
L,neg,8821,8819,Deletion_reverse,2,0,0.000309598,0.000311381,0,0.000359518,0.6912235347789122,0,10136,0.8656605508429337,B,1,virema
L,neg,8821,9279,Insertion_reverse,1,0,0.000154799,0.000304414,0,0.000264061,0.3456117673894561,0,10596,0.7810985475609663,B,1,virema
L,neg,8825,8823,Deletion_reverse,1,0,0.000153046,0.000153965,0,0.00017452,0.3456117673894561,0,10136,0.8685191378512176,B,1,virema
L,neg,8836,8834,Deletion_reverse,1,0,0.000160617,0.000159439,0,0.000172891,0.3456117673894561,0,10136,0.8616090216636108,B,1,virema
L,neg,8843,8840,Deletion_reverse,1,0,0.000169693,0.000160308,0,0.000172741,0.3456117673894561,0,10135,0.5587542961029225,B,1,virema
L,neg,8847,8845,Deletion_reverse,4,0,0.000742528,0.000720721,0,0.000705716,1.3824470695578244,0,10136,0.8645642394907588,B,1,virema
L,neg,8848,8845,Deletion_reverse,2,0,0.000370782,0.00036036,0,0.000352858,0.6912235347789122,0,10135,0.6772209836242381,B,1,virema
L,neg,8872,5146,Deletion_reverse,1,0,0.000187899,0.000215703,0,0.00018205,0.3456117673894561,0,6412,0.5934350386618211,B,1,virema
L,neg,8874,8871,Deletion_reverse,1,0,0.000189897,0.000189286,0,0.000191022,0.3456117673894561,0,10135,0.7649503422790002,B,1,virema
L,neg,8879,8877,Deletion_reverse,1,0,0.000189036,0.000189538,0,0.000191865,0.3456117673894561,0,10136,0.7760254480287851,B,1,virema
L,neg,8900,4455,Deletion_reverse,1,0,0.00029967,0.000373413,0,0.000371747,0.3456117673894561,0,5693,0.7686278015816007,B,1,virema
L,neg,8900,8898,Deletion_reverse,1,0,0.00029967,0.00030175,0,0.000299401,0.3456117673894561,0,10136,0.7302225916772904,B,1,virema
L,neg,8943,8941,Deletion_reverse,1,0,0.000257003,0.000257798,0,0.000256016,0.3456117673894561,0,10136,0.7534892660629983,B,1,virema
L,neg,8968,8966,Deletion_reverse,1,0,0.000239578,0.000240038,0,0.000178031,0.3456117673894561,0,10136,0.8802123320721501,B,1,virema
L,neg,897,895,Deletion_reverse,1,0,0.000277546,0.000277701,0,0.00019658,0.3456117673894561,0,10136,0.7684871493915406,B,1,virema
L,neg,9006,9004,Deletion_reverse,1,0,0.000229516,0.000230256,0,0.000160772,0.3456117673894561,0,10136,0.691837848,B,1,virema
L,neg,9027,5965,Deletion_reverse,1,0,0.000252525,0.000668449,0,0.000224719,0.3456117673894561,0,7076,0.7330264714299949,B,1,virema
L,neg,9113,9111,Deletion_reverse,1,0,0.000740741,0.000731529,0,0.000404694,0.3456117673894561,0,10136,0.5090657133727748,B,1,virema
L,neg,9132,9057,Deletion_reverse,1,0,0.000489237,0.000305998,0,0.00019658,0.3456117673894561,0,10063,0.5075824008184483,B,1,virema
L,neg,913,6157,Insertion_reverse,1,0,0.000282805,0.000228781,0,0.000140076,0.3456117673894561,0,15382,0.675026462,B,1,virema
L,neg,9158,9156,Deletion_reverse,2,0,0.000475059,0.000477669,0,0.000509554,0.6912235347789122,0,10136,0.6019564721491187,B,1,virema
L,neg,9170,6760,Deletion_reverse,1,0,0.000223414,0.000338639,0,0.000336587,0.3456117673894561,0,7728,0.5895419440863618,B,1,virema
L,neg,9175,9172,Deletion_reverse,2,0,0.000451773,0.000441794,0,0.000474383,0.6912235347789122,0,10135,0.7608959723551124,B,1,virema
L,neg,9178,9176,Deletion_reverse,1,0,0.000221533,0.000225734,0,0.000228885,0.3456117673894561,0,10136,0.5682580627089053,B,1,virema
L,neg,9269,8907,Deletion_reverse,1,0,0.000251826,0.000288184,0,0.000286533,0.3456117673894561,0,9776,0.6732581959182286,B,1,virema
L,neg,9273,9271,Deletion_reverse,1,0,0.000252908,0.000252334,0,0.000228102,0.3456117673894561,0,10136,0.5181805741190966,B,1,virema
L,neg,9292,729,Deletion_reverse,1,0,0.000477327,0.000600962,0,0.000150128,0.3456117673894561,0,1575,0.8066840090745572,B,1,virema
L,neg,9293,9290,Deletion_reverse,1,0,0.000476872,0.000479616,0,0.000389408,0.3456117673894561,0,10135,0.8141708967748753,B,1,virema
L,neg,9304,9302,Deletion_reverse,1,0,0.000475285,0.000475059,0,0.00038625,0.3456117673894561,0,10136,0.8072283255335736,B,1,virema
L,neg,9340,9338,Deletion_reverse,2,0,0.000907853,0.000902935,0,0.000900495,0.6912235347789122,0,10136,0.7592333331850876,B,1,virema
L,neg,9345,9345,Insertion_reverse,1,0,0.00044843,0.00044843,0,0.000447227,0.3456117673894561,0,10138,0.7869867618764026,B,1,virema
L,neg,9370,3442,Deletion_reverse,1,0,0.000614251,0.000140017,0,0.000149432,0.3456117673894561,0,4210,0.6849102338971884,B,1,virema
L,neg,9374,7094,Deletion_reverse,1,0,0.000628141,0.000760456,0,0.000310559,0.3456117673894561,0,7858,0.7774563298584531,B,1,virema
L,neg,9386,9384,Deletion_reverse,1,0,0.000579374,0.000579039,0,0.000577367,0.3456117673894561,0,10136,0.6314960478936079,B,1,virema
L,neg,9409,9407,Deletion_reverse,1,0,0.00049505,0.000499002,0,0.00049505,0.3456117673894561,0,10136,0.7185945777745936,B,1,virema
L,neg,9433,9431,Deletion_reverse,1,0,0.000428082,0.000428633,0,0.00042735,0.3456117673894561,0,10136,0.869920015,B,1,virema
L,neg,9458,9456,Deletion_reverse,1,0,0.000363108,0.000363504,0,0.000214454,0.3456117673894561,0,10136,0.7256648357720649,B,1,virema
L,neg,950,948,Deletion_reverse,1,0,0.000266667,0.000265111,0,0.00026441,0.3456117673894561,0,10136,0.7652506949628705,B,1,virema
L,neg,9556,3683,Deletion_reverse,1,0,0.000327761,0.000383583,0,0.000379507,0.3456117673894561,0,4265,0.5263522973928888,B,1,virema
L,neg,9575,9573,Deletion_reverse,1,0,0.000274574,0.000278862,0,0.000185014,0.3456117673894561,0,10136,0.5947192345124466,B,1,virema
L,neg,9580,9580,Insertion_reverse,1,0,0.000266951,0.000266951,0,0.00017819,0.3456117673894561,0,10138,0.7798184448720323,B,1,virema
L,neg,958,956,Deletion_reverse,1,0,0.00027049,0.000269687,0,0.000269179,0.3456117673894561,0,10136,0.8009326690279465,B,1,virema
L,neg,9593,9590,Deletion_reverse,2,0,0.000522193,0.000519346,0,0.000366703,0.6912235347789122,0,10135,0.5742574899028486,B,1,virema
L,neg,9603,9601,Deletion_reverse,1,0,0.000292912,0.000286862,0,0.000197394,0.3456117673894561,0,10136,0.734599355,B,1,virema
L,neg,9604,9601,Deletion_reverse,1,0,0.000292826,0.000286862,0,0.000197394,0.3456117673894561,0,10135,0.734599355,B,1,virema
L,neg,9608,9605,Deletion_reverse,1,0,0.00029129,0.000292654,0,0.000200884,0.3456117673894561,0,10135,0.6305999004164452,B,1,virema
L,neg,9612,9610,Deletion_reverse,1,0,0.000290023,0.000289101,0,0.000188573,0.3456117673894561,0,10136,0.7553129164857921,B,1,virema
L,neg,9613,6721,Deletion_reverse,1,0,0.000289436,0.000278862,0,0.000277778,0.3456117673894561,0,7246,0.5782110995373112,B,1,virema
L,neg,9677,9675,Deletion_reverse,1,0,0.000305998,0.000305437,0,0.000182183,0.3456117673894561,0,10136,0.8823882414755446,B,1,virema
L,neg,9698,9695,Deletion_reverse,1,0,0.000343407,0.000332668,0,0.000185014,0.3456117673894561,0,10135,0.8616090216636108,B,1,virema
L,neg,9705,9703,Deletion_reverse,1,0,0.000350631,0.000344353,0,0.000188395,0.3456117673894561,0,10136,0.5281727889534105,B,1,virema
L,neg,9743,9741,Deletion_reverse,1,0,0.00036075,0.000362188,0,0.000219202,0.3456117673894561,0,10136,0.8656605508429337,B,1,virema
L,neg,9744,9741,Deletion_reverse,1,0,0.000360881,0.000362188,0,0.000219202,0.3456117673894561,0,10135,0.8656605508429337,B,1,virema
L,neg,9748,9746,Deletion_reverse,2,0,0.000715308,0.000718649,0,0.000434499,0.6912235347789122,0,10136,0.8945546941622322,B,1,virema
L,neg,9760,9862,Insertion_reverse,2,0,0.000693001,0.000463285,0,0.000438693,0.6912235347789122,0,10240,0.7909413502599257,B,1,virema
L,neg,9761,9759,Deletion_reverse,1,0,0.000346021,0.000346141,0,0.000210438,0.3456117673894561,0,10136,0.7849587227085469,B,1,virema
L,neg,9768,9766,Deletion_reverse,3,0,0.001037344,0.001039501,0,0.000625782,1.0368353021683683,0,10136,0.8282636823561542,B,1,virema
L,neg,9806,9804,Deletion_reverse,1,0,0.000237361,0.000239006,0,0.000234687,0.3456117673894561,0,10136,0.7804473085993112,B,1,virema
L,neg,9833,9830,Deletion_reverse,1,0,0.000359195,0.000364166,0,0.000251889,0.3456117673894561,0,10135,0.8616090216636108,B,1,virema
L,neg,9835,5848,Deletion_reverse,1,0,0.000356252,0.00018406,0,0.000170736,0.3456117673894561,0,6151,0.7063769432858488,B,1,virema
L,neg,9835,7683,Deletion_reverse,1,0,0.000356252,0.001455604,0,0.000239923,0.3456117673894561,0,7986,0.6282407133355457,B,1,virema
L,neg,9855,9853,Deletion_reverse,1,0,0.000343053,0.0003465,0,0.000244918,0.3456117673894561,0,10136,0.8616090216636108,B,1,virema
L,neg,9857,9855,Deletion_reverse,3,0,0.001026694,0.00102916,0,0.000729395,1.0368353021683683,0,10136,0.6796778326687112,B,1,virema
L,neg,9869,9867,Deletion_reverse,1,0,0.000240732,0.000232666,0,0.000220313,0.3456117673894561,0,10136,0.8575913879473411,B,1,virema
L,neg,9871,9867,Deletion_reverse,1,0,0.000240616,0.000232666,0,0.000220313,0.3456117673894561,0,10134,0.8575913879473411,B,1,virema
L,neg,9872,9870,Deletion_reverse,1,0,0.000240038,0.000240616,0,0.00022748,0.3456117673894561,0,10136,0.8823882414755446,B,1,virema
L,neg,9892,9892,Insertion_reverse,5,0,0.001307531,0.001307531,0,0.00130719,1.7280588369472802,0,10138,0.7583204420314189,B,1,virema
L,neg,9893,9891,Deletion_reverse,4,0,0.001052355,0.001047669,0,0.001044386,1.3824470695578244,0,10136,0.7483781753345694,B,1,virema
L,neg,9894,9891,Deletion_reverse,1,0,0.000263644,0.000261917,0,0.000261097,0.3456117673894561,0,10135,0.7140288193196357,B,1,virema
L,neg,9971,9967,Deletion_reverse,1,0,0.000617665,0.000626959,0,0.000395413,0.3456117673894561,0,10134,0.9021645753434904,B,1,virema
L,neg,9977,9975,Deletion_reverse,2,0,0.001206273,0.001212856,0,0.000783392,0.6912235347789122,0,10136,0.5673135778918178,B,1,virema
L,neg,9986,9983,Deletion_reverse,2,0,0.001126761,0.001140251,0,0.000722543,0.6912235347789122,0,10135,0.6833823561223091,B,1,virema
M,neg,10054,10052,Deletion_reverse,1,0,0.000519211,0.000517598,0,0.000516262,1.1160838848647863,0,10135,0.6686185120938654,A,1,virema
M,neg,208,206,Deletion_reverse,1,0,0.003484321,0.003623188,0,0.000377074,1.1160838848647863,0,10135,0.5203372954097493,A,1,virema
M,neg,5207,5205,Deletion_reverse,1,0,0.000197472,0.000197589,0,0.000168124,1.1160838848647863,0,10135,0.691837848,A,1,virema
M,neg,5211,5209,Deletion_reverse,1,0,0.000192049,0.00019216,0,0.000165563,1.1160838848647863,0,10135,0.691837848,A,1,virema
M,neg,5871,5869,Deletion_reverse,1,0,0.000335008,0.000335121,0,0.000214087,1.1160838848647863,0,10135,0.633125898,A,1,virema
M,neg,5910,5907,Deletion_reverse,1,0,0.000213447,0.000211416,0,0.000194024,1.1160838848647863,0,10134,0.7623096644085112,A,1,virema
M,neg,64,62,Deletion_reverse,2,0,0.002836879,0.002840909,0,0.001984127,2.2321677697295725,0,10135,0.5994328645428945,A,1,virema
M,neg,7147,7144,Deletion_reverse,1,0,0.007194245,0.007246377,0,0.005128205,1.1160838848647863,0,10134,0.6181581419574123,A,1,virema
M,neg,7374,7372,Deletion_reverse,1,0,0.007092199,0.007194245,0,0.0041841,1.1160838848647863,0,10135,0.537600984,A,1,virema
M,neg,808,808,Insertion_reverse,1,0,0.001142857,0.001142857,0,0.000326477,1.1160838848647863,0,10137,0.7047607924391492,A,1,virema
M,neg,846,844,Deletion_reverse,1,0,0.000471921,0.00047259,0,0.000295858,1.1160838848647863,0,10135,0.7254990883196254,A,1,virema
M,neg,850,850,Insertion_reverse,1,0,0.000453515,0.000453515,0,0.000295858,1.1160838848647863,0,10137,0.7547346045294898,A,1,virema
M,neg,867,865,Deletion_reverse,1,0,0.00040568,0.00040833,0,0.000276778,1.1160838848647863,0,10135,0.8656605508429337,A,1,virema
M,neg,8985,8983,Deletion_reverse,1,0,0.011764705882352941,0.011764705882352941,0,0.000746826,1.1160838848647863,0,10135,0.6175342601951415,A,1,virema
M,neg,949,946,Deletion_reverse,1,0,0.000456621,0.000446628,0,0.00044603,1.1160838848647863,0,10134,0.8918933281421677,A,1,virema
M,neg,951,949,Deletion_reverse,2,0,0.000909918,0.000913242,0,0.000892857,2.2321677697295725,0,10135,0.8386159872264121,A,1,virema
M,neg,10038,10112,Insertion_reverse,1,0,0.000477099,0.003861004,0,0.003831418,0.4448022631539149,0,10212,0.7148097756233852,B,1,virema
M,neg,10053,10051,Deletion_reverse,1,0,0.000516796,0.000515464,0,0.000514933,0.4448022631539149,0,10136,0.5758954486101721,B,1,virema
M,neg,1503,1501,Deletion_reverse,1,0,0.000287604,0.000289519,0,0.000210084,0.4448022631539149,0,10136,0.7522215732845923,B,1,virema
M,neg,1529,1527,Deletion_reverse,1,0,0.000294377,0.000285551,0,0.000253165,0.4448022631539149,0,10136,0.711984507,B,1,virema
M,neg,1537,1535,Deletion_reverse,1,0,0.000286041,0.000290698,0,0.000280584,0.4448022631539149,0,10136,0.6019296564872282,B,1,virema
M,neg,1538,1535,Deletion_reverse,2,0,0.000564653,0.000581395,0,0.000561167,0.8896045263078298,0,10135,0.8048379050736028,B,1,virema
M,neg,1546,1544,Deletion_reverse,2,0,0.000558191,0.000561325,0,0.000544811,0.8896045263078298,0,10136,0.883531161,B,1,virema
M,neg,1550,1548,Deletion_reverse,2,0,0.000546747,0.000552944,0,0.000536913,0.8896045263078298,0,10136,0.8852588794248333,B,1,virema
M,neg,1574,1572,Deletion_reverse,1,0,0.000278629,0.00027972,0,0.00027894,0.4448022631539149,0,10136,0.7798184448720323,B,1,virema
M,neg,168,166,Deletion_reverse,1,0,0.000396197,0.000397298,0,0.000396354,0.4448022631539149,0,10136,0.890195033,B,1,virema
M,neg,179,177,Deletion_reverse,1,0,0.000380228,0.000383583,0,0.000382263,0.4448022631539149,0,10136,0.6844549083390981,B,1,virema
M,neg,187,183,Deletion_reverse,1,0,0.000380662,0.000380228,0,0.000378931,0.4448022631539149,0,10134,0.8610004580744004,B,1,virema
M,neg,193,190,Deletion_reverse,1,0,0.000372717,0.000373832,0,0.000372995,0.4448022631539149,0,10135,0.890195033,B,1,virema
